station_id,station_name,date,statistic,n_rows,n_unique_values,min_value,max_value,quality_flags,source_files,source_rows,resolution_status
la_poza,La Poza,2022-11-16,mean,2,1,2.253,2.253,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,37; 36,identical_duplicate_values
la_poza,La Poza,2022-11-16,min,2,1,1.33,1.33,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,37; 36,identical_duplicate_values
la_poza,La Poza,2022-11-17,max,2,1,3.17,3.17,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,38; 37,identical_duplicate_values
la_poza,La Poza,2022-11-17,mean,2,1,2.168,2.168,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,38; 37,identical_duplicate_values
la_poza,La Poza,2022-11-17,min,2,1,1.31,1.31,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,38; 37,identical_duplicate_values
la_poza,La Poza,2022-11-18,max,2,1,2.48,2.48,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,39; 38,identical_duplicate_values
la_poza,La Poza,2022-11-18,mean,2,1,2.095,2.095,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,39; 38,identical_duplicate_values
la_poza,La Poza,2022-11-18,min,2,1,1.28,1.28,ok,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,39; 38,identical_duplicate_values
la_poza,La Poza,2023-07-06,max,2,1,88.1,88.1,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,61; 2,identical_duplicate_values
la_poza,La Poza,2023-07-06,mean,2,1,3.362,3.362,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,61; 2,identical_duplicate_values
la_poza,La Poza,2023-07-06,min,2,1,0.5,0.5,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,61; 2,identical_duplicate_values
la_poza,La Poza,2023-07-07,max,2,1,3.1,3.1,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,62; 3,identical_duplicate_values
la_poza,La Poza,2023-07-07,mean,2,1,1.802,1.802,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,62; 3,identical_duplicate_values
la_poza,La Poza,2023-07-07,min,2,1,0.9,0.9,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,62; 3,identical_duplicate_values
la_poza,La Poza,2023-07-08,max,2,1,2.7,2.7,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,63; 4,identical_duplicate_values
la_poza,La Poza,2023-07-08,mean,2,1,1.296,1.296,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,63; 4,identical_duplicate_values
la_poza,La Poza,2023-07-08,min,2,1,0.3,0.3,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,63; 4,identical_duplicate_values
la_poza,La Poza,2023-07-09,max,2,1,2.7,2.7,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,64; 5,identical_duplicate_values
la_poza,La Poza,2023-07-09,mean,2,1,1.269,1.269,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,64; 5,identical_duplicate_values
la_poza,La Poza,2023-07-09,min,2,1,0.2,0.2,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,64; 5,identical_duplicate_values
la_poza,La Poza,2023-07-10,max,2,1,3.6,3.6,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,65; 6,identical_duplicate_values
la_poza,La Poza,2023-07-10,mean,2,1,1.344,1.344,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,65; 6,identical_duplicate_values
la_poza,La Poza,2023-07-10,min,2,1,0.4,0.4,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,65; 6,identical_duplicate_values
la_poza,La Poza,2023-07-11,max,2,1,2.7,2.7,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,66; 7,identical_duplicate_values
la_poza,La Poza,2023-07-11,mean,2,1,1.273,1.273,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,66; 7,identical_duplicate_values
la_poza,La Poza,2023-07-11,min,2,1,0.2,0.2,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,66; 7,identical_duplicate_values
la_poza,La Poza,2023-07-12,max,2,1,3.9,3.9,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,67; 8,identical_duplicate_values
la_poza,La Poza,2023-07-12,mean,2,1,1.225,1.225,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,67; 8,identical_duplicate_values
la_poza,La Poza,2023-07-12,min,2,1,0.3,0.3,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,67; 8,identical_duplicate_values
la_poza,La Poza,2023-07-13,max,2,1,3.6,3.6,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,68; 9,identical_duplicate_values
la_poza,La Poza,2023-07-13,mean,2,1,1.1,1.1,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,68; 9,identical_duplicate_values
la_poza,La Poza,2023-07-13,min,2,1,0.3,0.3,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,68; 9,identical_duplicate_values
la_poza,La Poza,2023-07-14,max,2,1,19.0,19.0,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,69; 10,identical_duplicate_values
la_poza,La Poza,2023-07-14,mean,2,1,1.802,1.802,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,69; 10,identical_duplicate_values
la_poza,La Poza,2023-07-14,min,2,1,0.3,0.3,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,69; 10,identical_duplicate_values
la_poza,La Poza,2023-07-15,max,2,1,3.8,3.8,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,70; 11,identical_duplicate_values
la_poza,La Poza,2023-07-15,mean,2,1,1.658,1.658,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,70; 11,identical_duplicate_values
la_poza,La Poza,2023-07-15,min,2,1,0.3,0.3,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,70; 11,identical_duplicate_values
la_poza,La Poza,2023-07-16,max,2,1,25.0,25.0,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,71; 12,identical_duplicate_values
la_poza,La Poza,2023-07-16,mean,2,1,1.875,1.875,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,71; 12,identical_duplicate_values
la_poza,La Poza,2023-07-16,min,2,1,0.3,0.3,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,71; 12,identical_duplicate_values
la_poza,La Poza,2023-07-17,max,2,1,7.0,7.0,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,72; 13,identical_duplicate_values
la_poza,La Poza,2023-07-17,mean,2,1,1.277,1.277,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,72; 13,identical_duplicate_values
la_poza,La Poza,2023-07-17,min,2,1,0.2,0.2,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,72; 13,identical_duplicate_values
la_poza,La Poza,2023-07-18,max,2,1,3.1,3.1,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,73; 14,identical_duplicate_values
la_poza,La Poza,2023-07-18,mean,2,1,1.517,1.517,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,73; 14,identical_duplicate_values
la_poza,La Poza,2023-07-18,min,2,1,0.5,0.5,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,73; 14,identical_duplicate_values
la_poza,La Poza,2023-07-19,max,2,1,3.6,3.6,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,74; 15,identical_duplicate_values
la_poza,La Poza,2023-07-19,mean,2,1,1.573,1.573,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,74; 15,identical_duplicate_values
la_poza,La Poza,2023-07-19,min,2,1,0.7,0.7,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,74; 15,identical_duplicate_values
la_poza,La Poza,2023-07-20,max,2,1,5.1,5.1,ok,raw_data/la_poza/la poza (3).xls; raw_data/la_poza/la poza (4).xls,75; 16,identical_duplicate_values
